tot_emd,to_ga_001,to_ga_002,ga_sd_001,ga_sd_002,ga_sd_003,ga_sd_004,ga_sd_005,ga_sd_006,ga_sd_999
11040520,6892,2.35,1211,3051,308,0,2175,85,0
11040540,9740,2.24,1665,3877,391,0,3554,187,0
11040550,7096,1.88,727,1312,134,0,4642,230,0
11040560,6455,2.29,1091,2818,224,0,2148,96,0
11040570,8695,2.62,1675,4790,435,0,1668,53,0
11040580,5483,2.7,958,3126,312,0,1004,47,0
11040590,5995,2.45,1134,2990,288,0,1491,47,0
11040620,5811,2.39,1130,2820,204,0,1534,55,0
11040650,6880,2.25,1230,2969,161,0,2323,112,0
11040660,6420,2.15,1058,2402,221,0,2572,126,0
11040670,7485,2.13,1260,2882,246,0,2963,61,0
11040680,4887,2.15,839,1677,195,0,2031,99,0
11040690,5056,2.05,750,1806,160,0,2238,67,0
11040700,5930,1.98,789,1857,176,0,2980,78,0
11040710,10748,2.38,1724,4958,422,0,3397,161,0
11040720,9185,2.41,1750,4374,429,0,2414,125,0
11040730,10012,2.43,2098,4977,335,0,2341,138,0
11050530,15715,1.52,1402,1723,126,0,11742,654,0
11050540,10201,1.96,1389,2932,290,0,5414,74,0
11050550,7209,2.06,1173,2586,220,0,3038,129,0
11050560,9390,2.21,1542,3879,330,0,3474,76,0
11050570,7476,2.12,1206,2966,189,0,2970,62,0
11050580,11840,2.36,2070,5575,468,0,3577,30,0
11050590,5779,1.86,860,1578,191,0,3017,110,0
11050600,10755,1.94,1554,3364,310,0,5236,233,0
11050610,10347,2.49,1709,5174,501,0,2821,47,0
11050620,11015,2.48,1911,5481,458,0,2959,126,0
11050630,11162,3.01,1566,7431,519,0,1475,52,0
11050640,10283,2.08,1487,3854,330,0,4328,198,0
11050650,10175,2.45,1746,4881,407,0,2948,92,0
11050660,10132,2.66,1892,5653,408,0,2025,37,0
11050670,8426,2.03,1371,2935,284,0,3656,120,0
11060710,6220,1.87,650,1338,107,0,3923,147,0
11060720,6812,2.01,987,2235,224,0,3208,101,0
11060730,10737,2.17,1494,4077,394,0,4549,133,0
11060800,8762,2.21,1561,3495,382,0,3137,126,0
11060810,14560,1.93,2109,4245,393,0,7287,438,0
11060820,11345,2.02,1766,3841,321,0,5034,282,0
11060830,13600,2.13,1962,5146,480,0,5740,154,0
11060840,7158,2.61,1335,3711,414,0,1602,25,0
11060860,11482,2.44,2128,5570,529,0,3069,94,0
11060870,15459,2.32,2564,6761,672,0,5051,284,0
11060880,11641,2.56,1958,5899,638,0,2944,101,0
11060890,10982,1.75,1195,2609,302,0,6638,169,0
11060900,8166,2.43,1352,3851,415,0,2439,36,0
11060910,11425,2.4,1917,5242,521,0,3519,128,0
11070520,10641,2.23,1783,4591,405,0,3698,73,0
11070540,8035,2.28,1357,3626,315,0,2600,37,0
11070550,3968,2.28,707,1769,148,0,1275,31,0
11070570,8822,2.26,1638,3712,386,0,2980,18,0
11070590,9368,2.55,1530,5128,410,0,2191,30,0
11070600,9627,1.86,1519,2805,215,0,4780,248,0
11070610,8060,2.41,1478,3913,337,0,2185,54,0
11070620,12408,2.04,2013,4551,355,0,5265,98,0
11070640,13186,2.54,2290,6854,630,0,3204,70,0
11070650,8218,2.25,1456,3493,331,0,2831,56,0
11070680,7418,2.24,1239,3209,289,0,2608,12,0
11070690,13518,2.82,2440,7818,849,0,2274,43,0
11070700,8434,2.46,1491,4393,299,0,2114,59,0
11070710,15334,2.15,2590,6223,502,0,5779,107,0
11070720,11168,2.2,1875,4663,412,0,4084,22,0
11070730,12571,2.28,2183,5349,545,0,4312,72,0
11080580,5860,2.51,1144,2974,290,0,1346,49,0
11080590,8021,2.88,1416,4901,516,0,1071,46,0
11080600,9220,1.87,1016,1935,135,0,5771,303,0
11080610,7168,2.16,1109,2722,194,0,2917,160,0
11080620,7003,2.56,1177,3590,363,0,1769,28,0
11080630,8755,2.54,1617,4431,469,0,2062,105,0
11080640,7077,2.28,1087,2333,264,0,3097,235,0
11080650,9837,2.53,1754,4973,464,0,2490,58,0
11080660,11837,2.91,1784,7578,689,0,1623,29,0
11080680,6114,2.55,1100,3040,255,0,1566,110,0
11080710,9803,2.61,1724,5260,533,0,2186,26,0
11080720,8644,2.23,1350,3342,353,0,3442,92,0
11080760,7838,2.41,1314,3840,349,0,2183,71,0
11080770,5564,2.34,1017,2451,239,0,1764,22,0
11080780,5844,2.52,1019,3019,240,0,1470,46,0
11080810,7258,2.14,1261,2580,295,0,2903,167,0
11080820,11402,2.16,1663,4163,457,0,4825,211,0
11080830,8650,1.76,987,1957,189,0,5162,309,0
11080840,16039,2.4,2414,7458,656,0,5207,172,0
11080850,14795,2.28,2569,6425,552,0,4946,160,0
11090600,9135,1.97,1296,3109,273,0,4234,146,0
11090610,6992,2.29,1265,3247,279,0,2088,70,0
11090620,7136,2.4,1277,3646,312,0,1828,0,0
11090630,9000,2.24,1467,3795,318,0,3212,124,0
11090640,8559,2.37,1603,3985,422,0,2437,35,0
11090650,11160,1.98,1579,3840,345,0,5130,200,0
11090690,9864,2.37,1733,4644,422,0,2887,100,0
11090700,10260,2.07,1545,3738,349,0,4448,107,0
11090710,12012,2.28,1971,5117,516,0,4222,80,0
11090720,11893,2.2,1936,4984,443,0,4335,61,0
11090730,11053,2.78,1645,6802,589,0,1897,24,0
11090740,8121,2.43,1591,3726,393,0,2248,106,0
11090750,12827,2.36,2279,5941,575,0,3802,98,0
11100510,8540,2.55,1594,4085,441,0,2282,49,0
11100520,7866,2.37,1424,3701,346,0,2254,72,0
11100530,7359,2.21,1215,3078,285,0,2649,56,0
11100540,6757,2.73,1198,4047,287,0,1125,16,0
11100550,11645,2.4,2120,5442,501,0,3351,136,0
11100560,8472,2.29,1443,3896,361,0,2610,82,0
11100570,9530,2.83,1878,5721,518,0,1309,35,0
11100590,10112,2.41,1791,5012,342,0,2764,108,0
11100600,11377,2.55,2056,5917,489,0,2683,118,0
11100610,5935,2.33,1045,2750,238,0,1803,34,0
11100620,9878,2.63,1763,5470,414,0,2051,94,0
11100630,9382,2.57,1729,4927,447,0,2124,89,0
11100640,9053,2.26,1827,3807,404,0,2857,71,0
11100650,10925,2.46,2245,5231,482,0,2773,73,0
11110510,9710,2.38,1625,4084,364,0,3356,209,0
11110520,10596,2.3,1810,4969,405,0,3264,64,0
11110530,12249,2.42,2412,6051,488,0,3109,81,0
11110560,15475,2.63,2285,7685,620,0,4556,182,0
11110580,10595,2.58,1420,5568,362,0,3055,61,0
11110590,7911,2.77,1179,4962,331,0,1338,29,0
11110600,8060,2.97,998,5412,423,0,1074,61,0
11110610,8645,3.03,875,6332,353,0,919,10,0
11110640,7903,2.54,1251,4274,298,0,1941,48,0
11110650,14450,2.61,2587,7718,720,0,3203,105,0
11110660,7976,2.46,1186,3962,331,0,2375,29,0
11110690,10162,2.37,1640,4934,398,0,2998,117,0
11110720,8763,2.58,1694,4956,279,0,1708,48,0
11110730,7979,2.57,1457,4590,177,0,1609,36,0
11110740,6205,2.5,1173,3373,162,0,1343,63,0
11110760,10287,2.32,1859,4590,445,0,3194,152,0
11110770,13013,2.49,2229,6903,341,0,3265,141,0
11110780,14339,2.41,2309,7486,481,0,3859,40,0
11110790,17140,2.15,2478,6670,555,0,7000,313,0
11120510,15113,2.38,3006,6682,598,0,4507,228,0
11120520,15824,2.36,3002,7373,677,0,4421,223,0
11120550,9798,2.28,1711,4387,360,0,3092,148,0
11120560,11205,2.48,1932,5694,539,0,2801,140,0
11120570,11576,2.69,2089,6094,649,0,2517,135,0
11120580,12420,2.09,2027,4619,435,0,4998,276,0
11120590,10087,2.34,1658,4390,408,0,3362,197,0
11120600,8938,2.57,1679,4778,406,0,1890,81,0
11120650,10725,2.46,2024,5302,504,0,2697,90,0
11120660,8187,2.45,1517,4037,340,0,2119,83,0
11120670,6090,2.43,1224,2876,295,0,1575,52,0
11120680,3440,2.4,693,1586,139,0,934,49,0
11120710,19880,2.73,3195,10507,1260,0,4588,180,0
11120720,12252,2.21,2175,5095,491,0,4196,210,0
11120730,10959,2.15,1897,4350,390,0,4065,165,0
11120740,18396,2.44,3120,9036,876,0,5015,203,0
11130520,7219,2.46,1189,3278,305,0,2295,57,0
11130620,9395,2.48,1760,4485,463,0,2526,75,0
11130640,6445,2.35,1175,2954,286,0,1923,32,0
11130650,5434,2.45,988,2765,225,0,1356,36,0
11130660,8480,2.46,1515,4068,446,0,2323,61,0
11130680,11043,2.34,1892,4813,531,0,3560,168,0
11130690,5531,2.76,899,3274,328,0,945,36,0
11130700,10636,2.29,1697,4362,421,0,3938,143,0
11130710,6483,2.72,1212,3695,355,0,1124,18,0
11130720,13451,2.35,2297,6206,584,0,4109,126,0
11130730,7745,2.12,1198,2764,279,0,3256,193,0
11130740,6907,2.3,1196,3136,213,0,2221,63,0
11130750,11726,2,1077,1733,141,0,8270,449,0
11130760,18140,1.98,2658,5674,578,0,8585,537,0
11140590,8173,2.45,1358,3990,359,0,2248,154,0
11140600,6110,1.97,786,1391,121,0,3597,179,0
11140610,5005,2.26,820,2175,137,0,1708,112,0
11140630,9449,2.3,1543,4052,385,0,3241,140,0
11140660,12862,1.74,1722,2981,288,0,7354,478,0
11140680,8168,2.06,1498,2651,191,0,3409,376,0
11140690,9366,2.12,1598,3413,321,0,3688,292,0
11140700,7413,2.41,1285,3383,357,0,2153,210,0
11140710,7769,1.9,1162,2203,215,0,3854,324,0
11140720,8497,2.17,1395,3233,318,0,3269,232,0
11140730,17156,2.25,2649,7154,572,0,6288,330,0
11140740,12029,2.49,1693,6005,491,0,3549,190,0
11140750,8526,2.38,1499,3831,436,0,2565,120,0
11140760,10830,2.3,1681,4117,338,0,4296,305,0
11140770,16447,2.2,2753,6758,524,0,5875,387,0
11140780,9085,2.48,1776,4623,352,0,2119,114,0
11150510,9892,2.97,1373,6840,424,0,1129,12,0
11150520,11978,2.4,2067,5770,394,0,3455,188,0
11150530,9044,2.34,1628,4135,328,0,2717,159,0
11150540,9234,2.66,1205,5335,455,0,2084,67,0
11150570,8988,2.24,1562,3786,331,0,3113,133,0
11150580,7838,2.62,1404,4265,440,0,1577,84,0
11150590,7127,2.15,1188,2814,205,0,2778,88,0
11150600,6431,2.77,1127,3792,403,0,1045,5,0
11150610,5755,2.49,995,2949,258,0,1450,47,0
11150620,2221,2.78,421,1277,126,0,366,10,0
11150630,8279,2.44,1629,4198,307,0,1940,145,0
11150640,6689,2.94,1045,4379,317,0,872,5,0
11150650,6611,2.85,903,4236,316,0,1082,11,0
11150660,16776,2.66,2992,9451,736,0,3378,61,0
11150690,7693,3,1274,5388,305,0,633,14,0
11150700,10939,2.58,1760,6274,387,0,2353,48,0
11150710,12812,3.05,1903,9132,505,0,1069,30,0
11150720,14560,2.23,2440,6210,463,0,5125,222,0
11160510,14478,2.72,2367,8445,596,0,2789,102,0
11160520,11119,1.97,1679,3522,264,0,5241,347,0
11160530,8022,2.52,1522,4061,308,0,1964,93,0
11160540,13938,2.16,2317,6195,319,0,4801,160,0
11160550,14882,2.24,2335,6379,457,0,5142,452,0
11160570,7581,2.38,1293,3631,307,0,2185,100,0
11160580,8406,2.49,1641,3984,438,0,2193,76,0
11160590,8767,2.32,1579,4048,358,0,2615,85,0
11160610,10053,2.26,1701,4287,369,0,3443,180,0
11160630,10515,2.31,2070,4758,354,0,3022,228,0
11160640,17601,1.8,1999,4482,345,0,10131,566,0
11160650,7564,1.89,1200,2520,166,0,3496,130,0
11160660,7534,2,1512,2862,182,0,2805,105,0
11160670,12716,2.9,1864,8007,657,0,2045,39,0
11160690,11388,2.22,1822,4774,372,0,4149,173,0
11160700,16166,2.63,2790,8703,804,0,3602,108,0
11160710,10218,2.14,1674,3864,416,0,4031,147,0
11160720,10373,2.18,1929,4283,361,0,3572,135,0
11160730,23926,2.09,4133,8915,647,0,9408,662,0
11160740,14888,2.8,2366,8937,773,0,2645,44,0
11170510,12610,2.74,2432,7227,578,0,2131,116,0
11170520,7802,2.61,1425,4258,283,0,1702,79,0
11170540,12053,1.9,1641,3527,307,0,6130,365,0
11170550,9313,2.06,1725,3468,287,0,3501,261,0
11170560,13072,2.15,2231,4802,467,0,5131,362,0
11170610,8706,2.59,1612,4533,358,0,2050,60,0
11170620,10692,2.5,2000,5398,475,0,2703,5,0
11170640,11698,2.64,2432,6335,605,0,2180,59,0
11170650,8036,2.53,1659,4141,377,0,1740,31,0
11170670,10178,2.07,1853,3505,323,0,4239,188,0
11170690,9046,2.61,1864,4654,442,0,1892,115,0
11170700,4652,1.83,738,1127,72,0,2544,140,0
11170710,11157,2.09,2077,4108,430,0,4231,243,0
11170720,12536,2.47,2469,6114,537,0,3248,39,0
11170730,14254,2.61,2775,7482,684,0,3106,99,0
11170740,4573,2.55,830,2370,127,0,1174,17,0
11180510,12229,1.6,1255,2299,151,0,8063,394,0
11180520,18424,2.09,2767,6662,539,0,8019,306,0
11180530,8248,2.2,1387,3497,283,0,2942,67,0
11180540,10881,2.15,1869,4339,340,0,4067,193,0
11180550,6831,2.19,1115,2863,263,0,2467,63,0
11180570,14112,2.28,2412,6080,522,0,4774,211,0
11180580,7782,2.72,1445,4375,413,0,1455,23,0
11180590,4330,2.51,844,2171,175,0,1060,28,0
11180600,8178,2.43,1434,4053,373,0,2185,51,0
11180610,8300,2.27,1441,3656,313,0,2736,63,0
11190540,11807,2.56,2474,5973,517,0,2576,130,0
11190550,9172,2.11,1601,3236,286,0,3764,228,0
11190560,15712,2.11,2369,5518,476,0,6847,369,0
11190610,8134,2.04,1434,2795,235,0,3386,237,0
11190620,9121,2.33,1579,3896,279,0,3071,209,0
11190630,8805,1.86,1255,2479,231,0,4616,135,0
11190650,6841,2.35,1216,3135,268,0,2113,50,0
11190660,3709,2.22,641,1593,144,0,1268,36,0
11190670,3576,2.32,641,1547,153,0,1170,23,0
11190680,7527,2.23,1308,3085,223,0,2734,86,0
11190690,5902,2.64,1073,3175,240,0,1322,27,0
11190700,5479,2.17,958,2168,185,0,2051,66,0
11190710,6018,1.91,1148,1870,175,0,2627,171,0
11190720,9486,2.33,1876,4216,366,0,2837,87,0
11190730,8820,2.29,1560,3744,355,0,3002,84,0
11190740,14086,1.69,1665,2734,213,0,8815,576,0
11190750,8291,2.07,1437,3006,272,0,3370,129,0
11190760,11437,2.59,2234,5793,538,0,2630,155,0
11200520,6062,1.92,950,1882,183,0,2928,79,0
11200530,19859,2.22,2873,7700,671,0,8169,313,0
11200540,11646,2.32,2022,5037,423,0,3918,133,0
11200550,10814,2.24,1712,4428,459,0,4034,76,0
11200560,12195,2.28,2106,5277,464,0,4145,91,0
11200630,11761,1.87,1850,3420,255,0,5903,266,0
11200650,9580,2.51,1911,4658,404,0,2445,73,0
11200660,6356,2.16,1043,2521,239,0,2420,100,0
11200670,5142,2.31,880,2267,202,0,1686,70,0
11200680,15925,2.39,2240,7154,555,0,5669,173,0
11200690,9182,2.45,1462,4338,408,0,2821,81,0
11200700,8645,2.21,1293,3456,289,0,3418,145,0
11200710,13493,2.46,2192,5829,579,0,4607,187,0
11200720,13660,2.21,2318,5409,521,0,5089,221,0
11200730,10643,2.4,2259,4959,409,0,2825,107,0
11210520,11327,2.09,1850,4039,350,0,4796,225,0
11210540,5936,2.53,1163,3046,280,0,1345,41,0
11210570,15878,1.76,2112,3840,318,0,9035,484,0
11210580,9596,2.1,1138,1821,144,0,6025,417,0
11210610,8382,1.7,1062,1817,148,0,4996,325,0
11210620,12999,1.94,1851,3998,335,0,6373,376,0
11210630,8421,2.06,1424,2889,192,0,3578,258,0
11210640,12624,1.72,1657,2947,221,0,7180,579,0
11210650,9504,1.81,1372,2579,202,0,4968,354,0
11210660,12571,1.75,1568,3025,247,0,7265,417,0
11210680,12085,1.77,1611,3126,233,0,6696,357,0
11210690,14874,1.35,1342,1443,71,0,11075,877,0
11210710,5767,2.62,1061,3044,317,0,1270,25,0
11210720,9133,1.77,1229,2275,192,0,5095,297,0
11210730,13857,1.6,1273,2547,183,0,9446,339,0
11210780,14514,2.25,2369,6016,514,0,5230,278,0
11210790,11728,2.52,2045,6111,546,0,2855,75,0
11210800,18704,1.63,2037,3669,246,0,11890,748,0
11210810,11668,2.3,1993,5225,418,0,3829,74,0
11210820,9885,2.33,1781,4505,422,0,2986,113,0
11210830,12701,2.36,2207,5775,530,0,3922,152,0
11220510,8343,2.4,1379,3357,346,0,3022,170,0
11220520,7434,2.2,1147,2949,244,0,2817,226,0
11220530,11810,2.33,2093,4777,476,0,4120,248,0
11220540,10079,2.79,1719,5989,456,0,1695,105,0
11220550,12572,2.47,2012,6395,414,0,3408,219,0
11220560,3566,2.93,711,2316,163,0,345,0,0
11220570,12958,2.3,1763,5358,534,0,4924,293,0
11220580,4598,3.12,695,3180,318,0,354,0,0
11220590,6366,2.85,1121,4035,292,0,814,30,0
11220600,6376,2.75,1170,3569,347,0,1110,115,0
11220610,7109,2.68,1165,3876,425,0,1521,55,0
11220620,6888,2.29,1277,2923,267,0,2253,124,0
11220630,7966,2.39,1504,3616,307,0,2354,115,0
11220640,7551,2.66,1478,4068,359,0,1486,82,0
11220650,8878,2.44,1550,4181,363,0,2548,133,0
11220660,16647,2.5,2746,8224,722,0,4525,282,0
11220670,9659,2.17,1527,3698,306,0,3804,271,0
11220680,6577,2.53,1358,3258,317,0,1524,53,0
11230510,6504,2.3,1249,2711,263,0,2069,163,0
11230520,12037,1.7,1517,2537,210,0,6824,905,0
11230530,9916,1.97,1518,3043,281,0,4459,572,0
11230580,5122,2.49,1017,2424,240,0,1305,107,0
11230590,11728,2.3,1699,5059,357,0,4032,489,0
11230600,7054,3.25,838,5402,344,0,398,0,0
11230630,9057,2.03,1108,3201,177,0,4053,469,0
11230640,19970,1.6,2330,3496,192,0,12238,1598,0
11230650,13578,2.41,1643,6376,423,0,4491,537,0
11230660,7748,2.6,1338,4082,334,0,1815,102,0
11230670,10692,2.83,2076,6598,456,0,1377,96,0
11230680,2420,2.5,503,1202,104,0,588,5,0
11230710,6813,2.48,1077,3304,246,0,1980,149,0
11230720,7482,2.96,1264,4839,328,0,929,33,0
11230730,6833,2.18,1043,2922,249,0,2520,50,0
11230740,6854,2.42,1210,3478,223,0,1821,64,0
11230750,7376,1.97,1352,2790,196,0,2916,49,0
11230760,16372,2.58,2587,8060,842,0,4474,293,0
11230770,9193,2.58,1978,4756,438,0,1787,157,0
11230780,10897,2.38,1848,5029,423,0,3180,317,0
11230790,11862,2.9,1826,7797,470,0,1605,61,0
11230800,7016,2.75,1455,4139,195,0,1113,24,0
11240510,5884,2.32,1045,2646,301,0,1826,16,0
11240520,8928,2.6,1499,4494,337,0,2448,56,0
11240530,4846,2.52,868,2463,216,0,1188,62,0
11240540,6452,2.41,1168,3136,245,0,1775,51,0
11240550,7902,2.4,1335,3717,397,0,2264,139,0
11240560,7641,2.44,1395,3650,359,0,2060,92,0
11240570,5751,2.62,910,3147,247,0,1331,71,0
11240580,12070,1.96,1876,3864,288,0,5515,447,0
11240590,5496,3.29,977,3839,303,0,343,0,0
11240600,14286,2.62,2640,7885,643,0,2899,83,0
11240610,11200,2.1,1931,4059,304,0,4475,378,0
11240620,6788,2.79,1206,4090,320,0,1067,38,0
11240630,15049,2.06,2443,5262,393,0,6279,594,0
11240640,14308,2.08,2111,5236,385,0,5961,572,0
11240650,10478,2.43,1931,4873,383,0,3008,205,0
11240660,9449,2.7,2300,5276,341,0,1364,49,0
11240670,11454,2.71,1917,6680,480,0,2171,103,0
11240680,7785,2.49,1456,3825,324,0,2011,112,0
11240690,14509,1.88,2343,4002,306,0,7386,425,0
11240710,13306,1.99,1968,4448,283,0,6027,518,0
11240750,6827,2.96,1210,4492,367,0,676,12,0
11240770,5430,2.89,1188,3278,346,0,556,31,0
11240780,3164,2.84,783,1910,148,0,279,10,0
11240790,11010,3.05,1493,7704,545,0,1127,28,0
11240800,11178,2.93,2198,7145,595,0,1107,18,0
11240810,12328,2.54,2190,6601,483,0,2785,143,0
11240820,8693,3.12,1330,5988,431,0,797,5,0
11250510,10622,2.85,1732,6303,661,0,1814,37,0
11250520,3706,2.65,691,2054,166,0,751,0,0
11250530,9029,2.71,1695,5245,383,0,1557,36,0
11250540,5478,2.97,891,3539,315,0,687,0,0
11250550,8562,2.99,1260,5602,463,0,1150,6,0
11250560,5031,2.46,930,2519,156,0,1362,6,0
11250580,5426,2.47,1093,2659,232,0,1368,34,0
11250590,5886,2.94,1112,3675,349,0,684,21,0
11250610,11310,2.31,1944,5105,434,0,3547,188,0
11250630,12055,2.13,2090,4522,395,0,4598,363,0
11250650,7374,2.57,1360,3914,324,0,1662,39,0
11250660,11057,2.05,1869,3978,333,0,4608,206,0
11250670,9251,2.36,1555,4391,340,0,2800,87,0
11250700,17,0.58,0,0,0,0,9,0,0
11250710,9964,2.59,1786,5307,455,0,2276,49,0
11250720,14399,2.36,2402,6858,568,0,4311,124,0
11250730,15294,2.15,2610,5794,528,0,5897,351,0
11250740,18515,2.31,3004,8236,739,0,6055,357,0
21010510,1078,2.05,157,213,15,0,638,51,0
21010520,1570,1.67,243,361,25,0,886,35,0
21010530,3098,2.01,523,1101,101,0,1285,63,0
21010540,5084,1.94,858,1725,119,0,2246,84,0
21010560,2250,1.86,400,666,50,0,1083,33,0
21010570,534,1.83,111,127,14,0,257,25,0
21010580,508,1.74,92,115,14,0,260,26,0
21010590,2571,1.8,365,692,49,0,1364,82,0
21010600,3154,2.23,654,1259,146,0,963,113,0
21020510,2055,2.11,391,775,64,0,791,10,0
21020520,3287,2.27,704,1355,163,0,1015,28,0
21020530,3130,2.1,525,1060,120,0,1367,32,0
21020540,4994,2.28,931,2124,216,0,1637,54,0
21020560,3329,2.53,689,1613,169,0,818,12,0
21020570,2908,2.62,578,1509,151,0,642,0,0
21020590,3805,2.08,582,1207,123,0,1819,44,0
21020610,3428,2.01,592,1081,125,0,1550,60,0
21020630,2286,1.91,398,707,101,0,1044,13,0
21020640,4764,1.98,797,1518,148,0,2179,87,0
21020650,2246,1.99,454,685,105,0,945,50,0
21020680,5930,2.23,1182,2131,230,0,2228,106,0
21020690,4446,2.06,958,1598,180,0,1650,21,0
21030510,2368,1.89,412,690,84,0,1093,71,0
21030520,2717,1.93,511,842,87,0,1209,48,0
21030530,3686,2.1,587,1243,80,0,1648,113,0
21030550,2816,2.22,559,1092,148,0,969,30,0
21030560,1821,2.2,372,739,62,0,617,17,0
21030570,4197,2.14,897,1608,149,0,1471,31,0
21030590,2064,1.96,420,653,70,0,882,24,0
21030600,2468,2.26,445,997,151,0,838,12,0
21030660,3878,2.13,737,1434,115,0,1477,74,0
21030680,1904,2.26,398,807,68,0,588,37,0
21030700,4898,2.22,1061,1926,204,0,1622,36,0
21030710,5346,2.17,1084,2016,223,0,1929,50,0
21040530,4474,2.2,996,1668,159,0,1558,48,0
21040540,1648,2.29,369,683,91,0,491,0,0
21040550,3591,2.33,838,1579,172,0,949,33,0
21040590,3037,2.2,612,1203,124,0,1029,50,0
21040630,2825,2.29,592,1199,141,0,853,18,0
21040640,7201,2.48,1529,3496,341,0,1741,22,0
21040650,12687,2.3,2425,5251,441,0,4370,74,0
21040660,2050,3.55,338,541,65,0,1065,21,0
21040670,5764,1.8,912,1800,96,0,2857,43,0
21040680,4166,2.09,874,1527,201,0,1501,38,0
21040690,2380,2.11,554,927,86,0,775,24,0
21050520,4788,1.95,730,1489,121,0,2230,197,0
21050540,7736,2.54,1665,3894,412,0,1677,33,0
21050550,8123,2.38,1840,3599,421,0,2155,20,0
21050560,8267,2.52,1597,3759,319,0,2468,64,0
21050570,7276,1.8,1037,1778,164,0,4034,215,0
21050610,10007,2,1750,3334,328,0,4301,234,0
21050640,8656,2.5,1646,4354,407,0,2116,60,0
21050660,6565,2.68,1307,3626,333,0,1239,6,0
21050680,4106,2.41,895,1893,163,0,1064,53,0
21050700,4835,2.43,951,2302,205,0,1321,15,0
21050720,6912,2.38,1434,3149,311,0,1941,23,0
21050740,8115,2.03,1215,2763,226,0,3749,110,0
21050750,4741,2.36,969,2168,181,0,1342,46,0
21050760,11840,2.43,2279,5819,442,0,3147,47,0
21050770,5724,1.86,918,1581,127,0,2782,287,0
21050800,9643,2.45,1915,4667,401,0,2532,48,0
21050810,9909,2.26,1564,3501,294,0,4349,97,0
21050820,7531,1.77,1145,1895,145,0,4034,276,0
21050830,9128,1.87,1315,2583,217,0,4645,319,0
21050840,8531,2.19,1721,3501,315,0,2814,131,0
21060510,12248,2.54,2596,6258,510,0,2731,57,0
21060520,4425,2.27,944,1826,215,0,1375,15,0
21060550,8762,2.03,1554,2739,233,0,3951,222,0
21060560,5786,2.53,1339,2659,293,0,1420,31,0
21060570,15178,2.36,2975,6830,585,0,4502,165,0
21060580,4084,2.34,761,1839,183,0,1240,33,0
21060590,9356,2.92,1615,6098,457,0,1084,13,0
21060600,6064,2.38,1163,2853,264,0,1715,18,0
21060610,6147,2.31,1310,2673,247,0,1837,17,0
21060620,10758,2.59,2232,5746,433,0,2246,0,0
21060630,5645,2.38,1188,2692,216,0,1488,0,0
21060640,6088,2.41,1366,2962,226,0,1459,17,0
21060650,8635,2.71,1559,4890,374,0,1695,17,0
21070530,14453,2.42,2223,5790,414,0,5525,385,0
21070540,5560,2.28,1106,2324,205,0,1848,25,0
21070550,7321,2.24,1248,3071,276,0,2613,58,0
21070560,5962,2.64,1137,3169,281,0,1291,41,0
21070570,16162,2.67,3416,8871,742,0,2980,33,0
21070580,6232,2.63,1487,3210,348,0,1092,49,0
21070590,5261,2.33,1151,2262,242,0,1554,16,0
21070600,3597,2.38,786,1707,143,0,917,8,0
21070610,3256,2.76,639,1479,165,0,931,16,0
21070620,5953,2.31,1294,2645,246,0,1694,33,0
21070630,3062,2.29,684,1298,132,0,908,14,0
21070660,5614,2.48,1114,2831,276,0,1321,24,0
21070670,4427,1.91,761,1390,111,0,2040,99,0
21070680,5623,2.42,1139,2740,235,0,1433,26,0
21070690,3996,2.27,851,1712,187,0,1191,17,0
21070700,9688,1.84,1427,2541,265,0,5046,365,0
21070710,5427,2.41,1273,2529,238,0,1315,38,0
21080510,6712,2.12,1293,2532,233,0,2531,76,0
21080520,10930,2.35,2146,5021,335,0,3243,64,0
21080530,8756,2.38,1581,4021,341,0,2710,22,0
21080540,17189,2.23,2922,7615,452,0,5964,99,0
21080550,14092,2.94,2695,9221,659,0,1401,7,0
21080560,6379,2.09,1170,2367,157,0,2555,63,0
21080570,5883,2.01,1018,2041,181,0,2545,56,0
21080580,5308,2.04,863,2011,168,0,2200,20,0
21080590,3502,2.6,869,1757,144,0,703,0,0
21080600,10165,2.66,2131,5709,411,0,1811,5,0
21080610,7130,2.64,1705,3898,335,0,1143,0,0
21080620,5791,2.62,1140,3147,238,0,1194,22,0
21080630,10405,2.83,1975,6281,486,0,1558,40,0
21090530,9102,2.33,1735,4046,368,0,2733,176,0
21090540,6600,2.25,1347,2728,197,0,2103,169,0
21090560,4548,2.13,952,1833,149,0,1529,51,0
21090580,6235,2.06,1203,2387,168,0,2350,47,0
21090590,4229,2.08,815,1679,140,0,1532,15,0
21090620,11299,2.1,2080,4357,370,0,4367,6,0
21090640,13473,2.68,2306,7695,554,0,2744,82,0
21090650,10757,2.35,2075,5179,361,0,2969,40,0
21090660,7203,2.42,1177,3421,294,0,2132,138,0
21090670,13018,2.37,2282,6104,479,0,3836,203,0
21090680,6194,2.55,1269,3332,218,0,1300,14,0
21090690,8216,2.74,1544,4858,382,0,1350,19,0
21090700,12300,2.73,2383,7128,607,0,2084,13,0
21090710,5722,2.7,1207,3319,219,0,893,28,0
21090720,6927,2.14,1229,2513,250,0,2872,7,0
21090730,9361,2.36,1925,3637,349,0,3199,173,0
21090740,9001,2.65,1988,4852,389,0,1656,20,0
21090741,2007,2.64,441,1064,112,0,371,0,0
