tot_emd,to_ga_001,to_ga_002,ga_sd_001,ga_sd_002,ga_sd_003,ga_sd_004,ga_sd_005,ga_sd_006,ga_sd_999
25020690,10679,2.39,2146,5002,469,0,2906,65,0
25020691,369,2.91,126,137,6,0,85,11,0
25030510,8495,2.66,1491,4276,310,0,2268,59,0
25030520,8210,1.95,1303,2576,203,0,3971,83,0
25030530,8857,2.3,1603,3286,293,0,3520,48,0
25030540,6314,2.55,1382,3220,276,0,1347,29,0
25030550,6767,2.32,1284,2898,317,0,2140,54,0
25030560,6589,1.9,976,1995,132,0,3280,161,0
25030570,12502,1.98,1724,4285,178,0,5849,372,0
25030590,5645,2.84,952,3437,224,0,954,39,0
25030600,13811,2.54,2361,7388,352,0,3344,223,0
25030610,9803,1.9,1249,2957,170,0,4971,402,0
25030620,4926,2.49,956,2302,253,0,1348,33,0
25030630,8871,2.64,1701,4793,399,0,1885,27,0
25030640,10071,2.06,1492,3708,206,0,4322,264,0
25030650,11621,2.07,1578,4293,201,0,5070,398,0
25030660,5875,1.76,737,1446,110,0,3355,204,0
25030670,6785,2.15,1171,2686,179,0,2634,74,0
25030680,7451,2.84,1568,4610,295,0,906,11,0
25030690,5387,2.33,820,2483,114,0,1825,95,0
25030700,14994,2.71,2584,8390,452,0,3312,75,0
25030710,1370,2.79,409,440,66,0,413,29,0
25030720,6243,2.64,1046,3119,226,0,1736,62,0
25030730,18747,2.62,2802,10505,610,0,4575,63,0
25030740,7536,2.52,1442,3833,311,0,1854,42,0
25040510,14013,2.46,2566,6421,504,0,4220,137,0
25040540,20107,2.62,2843,6671,460,0,9530,472,0
25040550,10221,2.5,1549,4526,201,0,3669,154,0
25040570,10488,2.44,1864,4882,271,0,3247,107,0
25040590,8354,2.52,1447,4203,321,0,2238,68,0
25040610,11285,2.41,1617,5508,317,0,3587,132,0
25040630,10265,2.67,1567,5708,334,0,2457,75,0
25040640,18225,1.82,2514,4205,315,0,10496,605,0
25040650,18208,2.43,3120,8967,482,0,5302,165,0
